Tony Parker,G,jump,39,20
Bruce Bowen,F,running jump,28,10
Mike Miller,F,3pt,42,25
Tony Parker,G,driving layup,25,6
Casey Jacobsen,G,finger roll layup,25,6
Tim Duncan,F,turnaround bank,31,9
Juan Carlos Navarro,G,3pt,10,25
Pau Gasol,F-C,jump,22,17
Pau Gasol,F-C,slam dunk,25,6
Michael Finley,G-F,jump,6,6
Manu Ginobili,G,3pt,17,30
Manu Ginobili,G,3pt,47,6
Hakim Warrick,G,tip,25,6
Matt Bonner,F-C,3pt,27,31
Pau Gasol,F-C,alley oop dunk,25,6
Tony Parker,G,jump,13,19
Matt Bonner,F-C,3pt,38,27
Kyle Lowry,G,jump,25,10
Rudy Gay,F,reverse layup,25,6
Rudy Gay,F,turnaround jump,33,10
Tim Duncan,F,turnaround bank,18,10
Damon Stoudamire,G,pullup jump,37,21
Stromile Swift,F-C,jump,23,13
Mike Miller,F,reverse layup,25,6
Tony Parker,G,3pt,2,5
Manu Ginobili,G,3pt,17,30
Manu Ginobili,G,3pt,48,14
Mike Miller,F,jump,16,26
Michael Finley,G-F,fade away jumper,37,13
Francisco Elson,G-F,jump,29,23
Bruce Bowen,F,jump,43,18
Damon Stoudamire,G,3pt,28,31
Rudy Gay,F,jump,9,16
Tim Duncan,F,turnaround jump,20,15
Pau Gasol,F-C,fade away jumper,22,14
Damon Stoudamire,G,3pt,48,6
Tony Parker,G,pullup jump,39,19
Damon Stoudamire,G,jump,14,21
Bruce Bowen,F,3pt,2,6
Darko Milicic,G,turnaround jump,20,11
Francisco Elson,G-F,dunk,25,6
Pau Gasol,F-C,driving finger roll layup,25,6
Fabricio Oberto,G,layup,25,6
Damon Stoudamire,G,3pt,38,28
Rudy Gay,F,layup,25,6
Mike Miller,F,3pt,4,22
Darius Washington,G-F,layup,25,6
Rudy Gay,F,jump,44,5
Matt Bonner,F-C,3pt,9,26
Manu Ginobili,G,3pt,9,25
Pau Gasol,F-C,3pt,27,32
Darius Washington,G-F,running jump,21,14
Brent Barry,G,3pt,41,25
Kyle Lowry,G,driving layup,25,6
Tony Parker,G,jump,37,19
Fabricio Oberto,G,jump,37,11
Matt Bonner,F-C,jump,38,17
Juan Carlos Navarro,G,3pt,15,29
Michael Finley,G-F,3pt,2,9
Juan Carlos Navarro,G,3pt,9,24
Rudy Gay,F,pullup jump,35,11
Pau Gasol,F-C,driving reverse layup,25,6
Tim Duncan,F,turnaround bank,19,13
Manu Ginobili,G,driving layup,25,6
Damon Stoudamire,G,driving layup,25,6
Damon Stoudamire,G,3pt,37,34
Damien Wilkins,G-F,turnaround jump,25,23
Carmelo Anthony,F,dunk,25,6
Damien Wilkins,G-F,reverse layup,25,6
Carmelo Anthony,F,putback slam dunk,25,6
Yakhouba Diawara,G-F,3pt,5,22
Chris Wilcox,F-C,dunk,25,6
Marcus Camby,F-C,tip,25,6
Carmelo Anthony,F,finger roll layup,25,6
Chris Wilcox,F-C,slam dunk,25,6
Allen Iverson,G,finger roll layup,25,6
Yakhouba Diawara,G-F,layup,25,6
Allen Iverson,G,driving layup,25,6
Chris Wilcox,F-C,jump hook,24,11
Carmelo Anthony,F,jump,10,9
Damien Wilkins,G-F,3pt,44,24
Carmelo Anthony,F,jump,8,10
Chris Wilcox,F-C,layup,25,6
Kevin Durant,F,driving layup,25,6
Nick Collison,F,jump hook,31,7
Allen Iverson,G,finger roll layup,25,6
Damien Wilkins,G-F,3pt,47,8
Delonte West,G,driving layup,25,6
Delonte West,G,jump,39,21
Eduardo Najera,F,reverse layup,25,6
Delonte West,G,layup,25,6
Linas Kleiza,F,3pt,3,17
Johan Petro,C,layup,25,6
Delonte West,G,3pt,23,31
Kevin Durant,F,3pt,24,31
Jeff Green,F,jump hook,28,13
